source,target,distance,duration,pm
45,282,1568,1154,65.9800547207
45,117,2460,1825,81.5101077422
45,178,2754,2029,62.6730520085
45,134,2237,1731,67.074923526
45,188,2993,2278,67.37301938510001
45,226,2107,1599,67.95204228850001
45,184,2501,1866,60.8177868858
45,227,3318,2469,69.6251481991
45,163,3017,2258,60.7025272429
45,176,3588,2700,69.7429770467
45,132,2878,2257,69.1875356347
45,218,2527,1958,70.8090481686
46,38,511,393,80.2301821824
46,110,435,311,55.635152385699996
46,84,540,431,68.175690578
46,290,809,594,80.1331186482
46,20,539,414,69.1429609991
46,24,763,571,85.7473585269
46,261,702,573,72.49729137770001
46,25,1202,907,64.5694833772
46,105,1117,923,80.3006708206
46,204,848,671,74.58484241859999
46,34,956,685,85.3564679043
46,201,1161,899,81.6700883909
46,99,1491,1145,70.08880067359999
46,116,1303,1072,68.9461574578
46,155,1051,864,58.641771159399994
46,60,1034,735,81.6161554528
46,114,1255,932,73.96164514670001
46,209,1691,1287,81.20876843479999
46,82,1240,995,73.57972019600001
47,126,462,334,74.4471212377
47,18,475,351,77.1657407476
47,152,527,391,71.3841189542
47,236,646,479,69.90468507770001
47,214,1059,802,67.8202577155
47,70,1030,763,70.48351104449999
47,148,1137,862,83.6651037068
47,288,966,752,74.8130423798
47,270,1503,1133,64.8311243828
47,338,913,701,60.8126910815
47,254,976,761,66.6649921522
47,72,1728,1323,58.2540208372
47,25,1614,1266,64.5694833772
47,115,1548,1178,54.8618918342
47,318,1895,1426,74.25131940680001
47,187,1346,1056,84.70942246770001
47,112,1959,1498,79.8724751456
47,306,1417,1112,55.6059862308
47,146,1460,1109,75.3200530245
48,8,528,414,58.8756459072
48,207,685,506,67.8991732946
48,191,918,675,79.4434469327
48,298,675,479,84.1459358039
48,219,1113,783,86.88339652110001
48,78,1010,753,68.670324345
48,320,1353,968,72.9389813864
48,130,1214,877,79.4480830286
48,186,1157,849,87.8359656847
48,104,1566,1141,77.4033087035
48,275,1118,833,73.46672758369999
48,308,1241,925,83.8734698308
48,149,1097,822,81.7813531621
48,200,1738,1254,73.6288779035
48,136,1516,1116,63.590768697200005
48,245,1294,886,51.386661895100005
48,266,1633,1130,74.9648619104
48,10,1517,1147,68.5036702937
48,59,1998,1431,86.9113598225
49,303,989,747,66.6600238788
49,223,562,401,80.0680664021
49,15,2149,1539,82.66253574779999
49,3,1810,1286,80.3057668322
49,289,1713,1229,77.23967801100001
49,11,2081,1503,61.66656297390001
49,124,1843,1334,85.2104830656
49,90,1778,1269,73.878624965
49,76,1507,1067,93.6568443297
49,55,2621,1959,71.0529137571
49,177,2441,1793,82.8829616046
49,205,2288,1685,75.9494451633
49,301,2294,1701,71.1340580299
49,116,2675,1993,68.9461574578
49,171,2174,1585,58.4221086701
49,82,2850,2133,73.57972019600001
49,337,2160,1555,60.251589968000005
49,105,2666,1961,80.3006708206
49,253,3267,2433,78.0665201707
50,71,441,325,72.3600032368
50,286,376,302,65.5125120438
50,101,737,548,82.2326195463
50,239,718,513,72.6806896267
50,162,634,489,67.7696183045
50,73,735,521,80.0827003231
50,144,699,484,74.8199191123
50,119,1120,812,72.781853626
50,316,1087,801,80.4903853552
50,36,1164,879,67.475269297
50,153,984,735,79.9387593446
50,141,1188,860,74.4357256836
50,212,1240,917,50.5839205185
50,175,1063,755,73.6499238726
50,193,1302,994,71.9249263424
50,160,1036,712,77.06697458939999
50,158,1381,1004,93.2356838171
50,333,1205,859,72.3674245333
50,206,1510,1106,73.06063161659999
51,181,461,389,54.627103762299996
51,96,816,632,83.7300167686
51,79,894,668,74.1478617835
51,248,578,447,61.4663473971
51,213,796,578,49.9237763459
51,173,893,632,57.1141433037
51,133,1111,859,61.452211193000004
51,193,1088,840,71.9249263424
51,154,825,611,88.2140044831
51,327,994,754,61.3202421257
51,107,952,734,60.8355051621
51,190,1431,1121,76.2721221332
51,206,1210,875,73.06063161659999
51,36,1330,1030,67.475269297
51,279,1072,829,77.58341363310001
51,314,1088,857,88.7480163458
51,263,1804,1434,75.9255085876
51,244,1222,904,73.9788415564
51,195,1324,972,55.4870826708
52,271,647,479,74.14765543899999
52,53,600,467,62.7583762459
52,260,633,464,69.987682799
52,291,499,398,82.4871563716
52,334,707,542,65.7226614057
52,66,620,508,62.377271960600005
52,262,843,658,76.4636465651
52,32,935,722,65.3059061944
52,257,872,690,67.0741025388
52,127,1011,807,85.4892212167
52,100,807,675,54.5192404776
52,232,1140,875,82.9287572766
52,62,1205,940,92.94150523489999
52,35,894,699,75.9632200282
52,27,1182,916,71.1402668045
52,97,1310,1012,56.8320623285
52,60,1050,810,81.6161554528
52,220,1521,1179,61.1917454339
52,228,1433,1096,66.635230758
53,32,469,347,65.3059061944
53,232,650,490,82.9287572766
53,262,544,406,76.4636465651
53,52,600,473,64.7828728511
53,66,568,419,62.377271960600005
53,62,662,514,92.94150523489999
53,97,738,568,56.8320623285
53,334,775,598,65.7226614057
53,100,786,596,54.5192404776
53,228,928,699,66.635230758
53,260,830,626,69.987682799
53,257,899,688,67.0741025388
53,271,1208,916,74.14765543899999
53,291,1060,830,82.4871563716
53,63,1169,877,77.0884917602
53,85,1041,809,74.5192949252
53,194,977,773,67.2482267802
53,7,1311,1004,83.1785942079
53,75,1256,956,73.7024580651
54,241,357,241,60.021995610699996
54,169,809,646,75.33710186260001
54,277,519,396,81.78722889689999
54,278,618,493,68.9933087846
54,58,728,569,71.9299716552
54,221,900,683,75.5059659219
54,238,742,568,75.8402680207
54,153,776,612,79.9387593446
54,64,1409,1088,76.4300580715
54,93,1525,1131,58.747159598
54,185,1284,966,57.863476116499996
54,119,1000,770,72.781853626
54,162,1183,948,67.7696183045
54,125,1050,790,78.4134348602
54,211,1822,1461,65.8157864961
54,101,1198,941,82.2326195463
54,336,1850,1383,65.8663886407
54,43,1565,1189,68.7891225744
54,212,1390,1030,50.5839205185
55,82,267,202,73.57972019600001
55,116,329,256,68.9461574578
55,11,541,383,61.66656297390001
55,15,726,512,82.66253574779999
55,253,684,502,78.0665201707
55,84,1077,769,68.175690578
55,105,861,645,80.3006708206
55,289,941,685,77.23967801100001
55,204,1228,879,74.58484241859999
55,151,1112,816,67.51764459479999
55,177,918,666,82.8829616046
55,20,1369,998,69.1429609991
55,299,1112,832,66.710135421
55,3,1224,877,80.3057668322
55,301,1266,962,71.1340580299
55,24,1350,986,85.7473585269
55,46,1502,1103,71.6928034532
55,252,1375,1029,56.9405175212
55,124,1563,1147,85.2104830656
56,274,434,300,69.9193069262
56,147,536,389,67.5403061262
56,131,625,503,84.8564642506
56,269,594,436,78.4049566324
56,65,622,455,79.7640361795
56,192,807,569,80.5927926709
56,300,912,704,73.9066280355
56,199,936,704,72.6879923273
56,182,1218,918,76.1260145942
56,150,1171,823,76.7812260557
56,280,1065,846,73.1846690552
56,293,1200,955,81.2891103011
56,234,1490,1163,71.5451252288
56,30,1546,1102,80.85567106149999
56,4,1443,1052,86.04048798950001
56,341,1425,1035,65.7374033112
56,202,1226,970,76.03960916279999
56,313,1389,1037,67.72113476770001
56,165,1673,1201,43.5423933819
57,69,484,347,89.81978876790001
57,87,457,428,95.77306695530001
57,281,747,567,72.5318286267
57,26,1176,1062,77.2854769087
57,16,851,683,66.8975586539
57,72,1031,768,58.2540208372
57,89,1043,779,61.3296155598
57,315,1300,1126,79.9585255857
57,6,1155,943,79.56075235770001
57,10,1227,1121,68.5036702937
57,98,1354,1007,70.6516892842
57,275,1649,1420,73.46672758369999
57,214,1657,1216,67.8202577155
57,267,1276,1051,67.5158540742
57,136,1387,1238,63.590768697200005
57,115,1612,1233,54.8618918342
57,250,1846,1398,59.4316808904
57,245,2154,1723,51.386661895100005
57,102,1788,1447,94.93728557040001
58,278,336,262,68.9933087846
58,241,467,362,60.021995610699996
58,153,675,567,79.9387593446
58,54,728,618,57.4199192507
58,119,742,608,72.781853626
58,336,1256,976,65.8663886407
58,212,919,703,50.5839205185
58,185,924,676,57.863476116499996
58,221,842,659,75.5059659219
58,162,1084,902,67.7696183045
58,101,1054,854,82.2326195463
58,64,1127,857,76.4300580715
58,169,1616,1295,75.33710186260001
58,43,1186,893,68.7891225744
58,277,1209,974,81.78722889689999
58,316,1235,972,80.4903853552
58,142,1511,1136,67.6734947167
58,296,1772,1330,81.73152426770001
58,238,1446,1154,75.8402680207
59,122,510,368,64.462857676
59,267,455,324,67.5158540742
59,249,501,337,67.1043408291
59,136,616,527,63.590768697200005
59,104,568,442,77.4033087035
59,78,987,787,68.670324345
59,115,765,519,54.8618918342
59,187,1017,696,84.70942246770001
59,191,1092,847,79.4434469327
59,344,1001,777,67.6222090507
59,215,1103,823,86.3283618559
59,16,913,649,66.8975586539
59,22,1104,836,60.9683429662
59,320,986,775,72.9389813864
59,207,1363,1069,67.8991732946
59,288,1311,906,74.8130423798
59,70,1208,832,70.48351104449999
59,8,1470,1153,58.8756459072
59,123,1184,923,63.4219650863
60,34,289,219,85.3564679043
60,35,370,286,75.9632200282
60,114,925,720,73.96164514670001
60,318,832,628,74.25131940680001
60,334,710,532,65.7226614057
60,110,598,462,55.635152385699996
60,291,746,560,82.4871563716
60,290,919,705,80.1331186482
60,270,1109,856,64.8311243828
60,262,896,684,76.4636465651
60,24,935,730,85.7473585269
60,127,1149,891,85.4892212167
60,345,1505,1171,60.9452905171
60,52,1051,797,64.7828728511
60,209,1459,1155,81.20876843479999
60,46,1034,796,71.6928034532
60,53,1295,984,62.7583762459
60,25,1402,1094,64.5694833772
60,271,1331,997,74.14765543899999
61,283,600,501,60.528156464700004
61,208,632,516,63.37256966020001
61,93,647,515,58.747159598
61,91,850,621,67.9098923457
61,13,1243,978,88.44241252379999
61,238,1262,1011,75.8402680207
61,125,1745,1393,78.4134348602
61,156,1730,1311,86.85620474219999
61,330,1408,1077,65.42609246
61,284,1908,1506,63.417705751199996
61,277,1807,1421,81.78722889689999
61,169,1365,1110,75.33710186260001
61,170,1652,1349,75.6830011052
61,95,1788,1356,64.9384285121
61,227,2246,1718,69.6251481991
61,328,1536,1249,71.58515543840001
61,54,2005,1562,57.4199192507
61,211,1759,1462,65.8157864961
61,221,2299,1773,75.5059659219
62,32,270,185,65.3059061944
62,97,499,365,56.8320623285
62,85,617,471,74.5192949252
62,66,606,430,62.377271960600005
62,100,500,365,54.5192404776
62,53,662,471,62.7583762459
62,232,641,464,82.9287572766
62,75,868,645,73.7024580651
62,194,650,510,67.2482267802
62,121,849,676,52.7749660718
62,7,964,723,83.1785942079
62,198,973,742,89.7953549309
62,257,937,699,67.0741025388
62,63,821,596,77.0884917602
62,228,948,686,66.635230758
62,259,1220,935,73.7665396324
62,41,1061,812,67.5753996258
62,139,1045,777,78.33771847850001
62,262,1010,732,76.4636465651
63,146,220,164,75.3200530245
63,228,410,297,66.635230758
63,7,441,343,83.1785942079
63,97,431,317,56.8320623285
63,232,662,476,82.9287572766
63,346,718,584,69.3739588173
63,75,776,584,73.7024580651
63,259,794,637,73.7665396324
63,254,723,536,66.6649921522
63,167,1133,859,75.1291291517
63,62,821,605,92.94150523489999
63,198,901,692,89.7953549309
63,85,957,710,74.5192949252
63,262,1167,843,76.4636465651
63,32,1071,772,65.3059061944
63,53,1169,845,62.7583762459
63,325,1220,1015,64.669227351
63,168,1047,882,68.8737698393
63,334,1518,1114,65.7226614057
64,185,320,259,57.863476116499996
64,221,577,457,75.5059659219
64,203,727,550,64.7720549741
64,278,791,626,68.9933087846
64,43,687,566,68.7891225744
64,142,1012,809,67.6734947167
64,58,1128,862,71.9299716552
64,54,1410,1149,57.4199192507
64,277,1061,837,81.78722889689999
64,336,1174,946,65.8663886407
64,129,1509,1087,53.556469353900006
64,161,1388,1024,99.98156291020001
64,241,1596,1224,60.021995610699996
64,125,1373,1055,78.4134348602
64,296,1417,1108,81.73152426770001
64,238,1639,1265,75.8402680207
64,42,1856,1346,63.0527347267
64,153,1804,1429,79.9387593446
64,169,2196,1726,75.33710186260001
65,131,583,492,84.8564642506
65,56,622,496,45.552062742
65,280,704,591,73.1846690552
65,150,711,514,76.7812260557
65,4,904,665,86.04048798950001
65,274,759,568,69.9193069262
65,139,1007,743,78.33771847850001
65,27,1049,780,71.1402668045
65,41,1018,766,67.5753996258
65,165,1077,782,43.5423933819
65,147,1045,796,67.5403061262
65,80,1272,1013,81.1898640724
65,257,1378,1027,67.0741025388
65,30,1298,948,80.85567106149999
65,194,1280,969,67.2482267802
65,182,1124,879,76.1260145942
65,269,1111,858,78.4049566324
65,287,1267,976,76.2765884656
65,192,1275,947,80.5927926709
66,100,240,219,54.5192404776
66,32,337,256,65.3059061944
66,257,332,271,67.0741025388
66,62,606,473,92.94150523489999
66,194,462,407,67.2482267802
66,53,568,419,62.7583762459
66,260,766,582,69.987682799
66,27,714,575,71.1402668045
66,139,705,573,78.33771847850001
66,52,614,500,64.7828728511
66,41,897,735,67.5753996258
66,97,922,703,56.8320623285
66,85,1148,889,74.5192949252
66,232,979,736,82.9287572766
66,271,1225,943,74.14765543899999
66,4,994,772,86.04048798950001
66,121,1115,899,52.7749660718
66,262,1089,821,76.4636465651
66,75,1414,1077,73.7024580651
67,40,499,370,75.8165504817
67,195,467,335,55.4870826708
67,244,568,380,73.9788415564
67,174,812,597,66.4031129784
67,308,734,594,83.8734698308
67,272,737,575,48.07760091390001
67,186,822,643,87.8359656847
67,200,715,552,73.6288779035
67,5,705,523,76.9910188843
67,123,979,740,63.4219650863
67,276,1246,945,63.2281196023
67,326,1089,922,67.2092026481
67,320,1073,822,72.9389813864
67,133,1061,817,61.452211193000004
67,327,1145,841,61.3202421257
67,248,1267,926,61.4663473971
67,344,1197,903,67.6222090507
67,31,1356,1013,78.9811414735
67,149,1341,1057,81.7813531621
68,297,365,287,62.9668989318
68,307,351,269,73.9549985055
68,103,646,516,82.6864804786
68,224,533,396,70.6572126001
68,128,846,646,63.5558973763
68,312,771,599,75.1399918203
68,323,1032,811,72.1587172494
68,189,1315,986,98.6161597459
68,216,877,656,74.9393993009
68,343,1177,899,78.9897554476
68,331,1602,1196,64.0516170237
68,310,1775,1348,80.6914290024
68,322,1711,1335,62.051770852
68,74,1197,885,75.3109547828
68,222,1568,1212,66.37464485859999
68,94,1663,1271,84.4929743875
68,294,1756,1329,70.9168956959
68,240,2220,1778,57.088533131999995
68,28,2401,1840,76.4428413975
69,57,484,382,79.7970072921
69,87,756,648,95.77306695530001
69,72,542,408,58.2540208372
69,16,584,480,66.8975586539
69,214,1182,875,67.8202577155
69,281,1182,915,72.5318286267
69,26,1563,1364,77.2854769087
69,10,1578,1401,68.5036702937
69,115,1171,915,54.8618918342
69,70,1236,925,70.48351104449999
69,267,1041,885,67.5158540742
69,18,1850,1375,77.1657407476
69,89,1526,1161,61.3296155598
69,315,1687,1428,79.9585255857
69,136,1372,1222,63.590768697200005
69,6,1580,1274,79.56075235770001
69,1,2465,1861,78.8726802496
69,338,2344,1777,60.8126910815
69,275,2000,1700,73.46672758369999
70,214,374,277,67.8202577155
70,288,437,337,74.8130423798
70,236,624,445,69.90468507770001
70,115,518,410,54.8618918342
70,72,722,556,58.2540208372
70,187,755,597,84.70942246770001
70,47,1030,778,77.6106889508
70,18,920,700,77.1657407476
70,254,931,728,66.6649921522
70,267,1053,897,67.5158540742
70,249,993,796,67.1043408291
70,16,1090,887,66.8975586539
70,126,1361,997,74.4471212377
70,167,1231,962,75.1291291517
70,59,1207,1057,86.9113598225
70,69,1233,933,89.81978876790001
70,122,1220,1014,64.462857676
70,152,1373,1038,71.3841189542
70,22,1296,1080,60.9683429662
71,50,441,340,80.4023501608
71,73,375,247,80.0827003231
71,101,380,297,82.2326195463
71,316,666,482,80.4903853552
71,144,479,322,74.8199191123
71,119,735,536,72.781853626
71,286,817,642,65.5125120438
71,239,861,638,72.6806896267
71,212,819,598,50.5839205185
71,162,761,598,67.7696183045
71,160,817,551,77.06697458939999
71,175,986,714,73.6499238726
71,153,840,638,79.9387593446
71,182,991,646,76.1260145942
71,333,985,698,72.3674245333
71,36,1345,1037,67.475269297
71,141,1326,984,74.4357256836
71,234,1546,1135,71.5451252288
71,300,1378,953,73.9066280355
72,214,669,507,67.8202577155
72,16,684,550,66.8975586539
72,69,542,407,89.81978876790001
72,70,722,547,70.48351104449999
72,115,629,507,54.8618918342
72,87,1051,874,95.77306695530001
72,267,908,791,67.5158540742
72,18,1336,1007,77.1657407476
72,57,1031,803,79.7970072921
72,288,1098,833,74.8130423798
72,236,1350,996,69.90468507770001
72,47,1728,1297,77.6106889508
72,136,1503,1329,63.590768697200005
72,249,1246,1001,67.1043408291
72,187,1283,993,84.70942246770001
72,10,1709,1508,68.5036702937
72,59,1340,1159,86.9113598225
72,152,1749,1316,71.3841189542
72,126,2087,1548,74.4471212377
73,71,375,305,72.3600032368
73,144,503,370,74.8199191123
73,316,500,371,80.4903853552
73,160,604,420,77.06697458939999
73,182,756,501,76.1260145942
73,50,735,595,80.4023501608
73,101,746,600,82.2326195463
73,175,1006,756,73.6499238726
73,239,1044,793,72.6806896267
73,333,937,674,72.3674245333
73,212,836,629,50.5839205185
73,300,1159,821,73.9066280355
73,119,902,692,72.781853626
73,234,1562,1166,71.5451252288
73,286,1111,897,65.5125120438
73,162,1127,901,67.7696183045
73,141,1485,1135,74.4357256836
73,158,1437,1092,93.2356838171
73,243,1455,1108,82.86850557140001
